Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
1974.214.20,False,True,1225,American Decorative Arts,Candlestick,Candlestick,American,,,,,Designer|Manufacturer|Maker,Designed by|Attributed to,Louis Comfort Tiffany|Tiffany Glass and Decorating Company|Tiffany Studios,"American, New York 1848–1933 New York|American, 1892–1902|1902–32",or,"Tiffany, Louis Comfort|Tiffany Glass and Decorating Company|Tiffany Studios ",American,"1848      |1892      |1902      ","1933      |1902      |1932      ",ca. 1900,1897,1903,Glass,H. 7 1/4 in. (18.4 cm); Diam. 4 3/8 in. (11.1 cm),"Gift of Mr. and Mrs. Hugh J. Grant, 1974",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1225,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1994.50,False,True,1226,American Paintings and Sculpture,Sculpture,Rodman de Kay Gilder,,,,,,Artist,,Augustus Saint-Gaudens,"American, Dublin 1848–1907 Cornish, New Hampshire",,"Saint-Gaudens, Augustus",American,"1848      ","1907      ","1879, cast probably 1880",1879,1880,Bronze,13 1/2 x 16 7/8 in. (34.3 x 42.9 cm),"Purchase, Morris K. Jesup Fund and Mr. and Mrs. Richard J. Schwartz Gift, 1994",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/1226,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
92.10.96a,False,True,1227,American Paintings and Sculpture,Medal,Congressional Medal to C. W. Field for the Successful Laying of the Atlantic Cable,,,,,,,,,,,,,,,1867,1867,1867,Gold,Diam. 2 5/8 in. (6.7 cm),"Gift of Cyrus W. Field, 1892",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/1227,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
07.251.29,False,True,1228,American Paintings and Sculpture,Medal,"Centennial of Washington's Inauguration, 1889",,,,,,Artist,,Joseph H. Merriam,,,"Merriam, Joseph H.",,,,1889,1889,1889,White metal,Diam. 1 3/8 in. (3.5 cm),"Gift of Mr. amd Mrs. F. S. Wait, 1907",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/1228,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
34.82.2,False,False,1229,American Paintings and Sculpture,Medal,Mr. and Mrs. Robert W. de Forest,,,,,,Artist,,Evelyn Beatrice Longman,"American, Winchester, Ohio 1874–1954 Osterville, Massachusetts",,"Longman, Evelyn Beatrice",American,"1874      ","1954      ",1922,1922,1922,Bronze and gold leaf,Diam. 2 1/16 in. (5.2 cm),"Gift of Mrs. Robert W. de Forest, 1934",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/1229,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.320,False,True,1230,American Decorative Arts,Candlestick,Candlestick,American,,,,,Designer|Manufacturer,Designed by|Manufactured by,Henry Whitney|New England Glass Company,"American, East Cambridge, Massachusetts, 1818–1888",,"Whitney, Henry|New England Glass Company ",,"1818      ","9999      |1888      ",1870–75,1870,1875,Pressed glass,H. 9 5/8 in. (24.4 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,East Cambridge,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1230,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
61.231.1,False,False,1231,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Cornelius and Company,1838–1851,,"Cornelius and Company ",,"1838      ","1851      ",1840–50,1840,1850,"Gilt metal, marble, crystal",16 7/8 x 4 3/4 x 3 3/8 in. (42.9 x 12.1 x 8.6 cm),"Gift of Mary E. Steers, 1961",Made in,Philadelphia,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1231,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
61.231.2,False,False,1232,American Decorative Arts,Candlestick,Candlestick,American,,,,,Maker,,Cornelius and Company,1838–1851,,"Cornelius and Company ",,"1838      ","1851      ",1840–50,1840,1850,"Gilt metal, marble, crystal",16 7/8 x 4 3/4 x 3 3/8 in. (42.9 x 12.1 x 8.6 cm),"Gift of Mary E. Steers, 1961",Made in,Philadelphia,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1232,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
14.58.129,False,False,1233,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Enamel,H. 10 1/2 in. (26.7 cm),"Bequest of John L. Cadwalader, 1914",Made in,London,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1233,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
14.58.130,False,False,1234,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Enamel,H. 10 1/2 in. (26.7 cm),"Bequest of John L. Cadwalader, 1914",Made in,London,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1234,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
24.116.6,False,True,1235,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Metal, earthenware, glass",H. 12 in. (30.5 cm); Diam. 4 7/16 in. (11.3 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1235,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
24.116.7,False,True,1236,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Metal, earthenware, glass",H. 12 in. (30.5 cm); Diam. 4 7/16 in. (11.3 cm),"Bequest of Miss Emilie Ogden, 1924",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1236,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
35.124.1,False,True,1241,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1830–55,1830,1855,Blown glass,H. 9 1/8 in. (23.2 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1241,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
35.124.2,False,True,1242,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1830–55,1830,1855,Blown glass,H. 9 1/8 in. (23.2 cm),"Rogers Fund, 1935",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1242,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
36.148.1,False,True,1243,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Yellow glass,H. 10 3/8 in. (26.4 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1243,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
36.148.2,False,True,1244,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Yellow glass,H. 10 3/8 in. (26.4 cm),"Rogers Fund, 1936",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1244,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
38.138.1,False,True,1245,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1720,1717,1720,Brass,H. 6 in. (15.2 cm),"Gift of Allan B. A. Bradley, 1938",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1245,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
38.138.2,False,True,1246,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1720,1717,1720,Brass,H. 6 in. (15.2 cm),"Gift of Allan B. A. Bradley, 1938",Probably made in,,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1246,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
41.160.387,False,True,1247,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 6 1/2 in. (16.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1247,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
41.160.388,False,True,1248,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,Brass,H. 6 1/2 in. (16.5 cm),"Bequest of W. Gedney Beatty, 1941",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1248,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.3,False,True,1249,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1249,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.67.4,False,True,1250,American Decorative Arts,Candlestick,Candlestick,British,,,,,,,,,,,,,,1800–1830,1800,1830,"Earthenware, lusterware",H. 6 1/4 in. (15.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/1250,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.61a, b",False,False,1251,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1251,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.62a, b",False,False,1252,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1800–1900,1800,1900,Brass,H. 9 5/8 in. (24.4 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,France,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1252,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.63a, b",False,False,1253,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1253,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"46.67.64a, b",False,False,1254,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1770–1800,1770,1800,Brass,H. 11 in. (27.9 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1254,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.331,False,True,1255,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/16 in. (12.9 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,"New England ",,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1255,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.332,False,True,1256,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–60,1840,1860,Pressed glass,H. 5 1/8 in. (13 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,,,,United States,"New England ",,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1256,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.734,False,True,1257,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1257,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.735,False,True,1258,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1258,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.736,False,True,1259,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1259,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
46.140.737,False,True,1260,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1880–90,1880,1890,Pressed purple marble glass,Dimensions unavailable,"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,England,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1260,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.37,False,False,1261,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1261,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.38,False,False,1262,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1710–20,1710,1720,Brass,H. 6 1/4 in. (15.9 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1262,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.45,False,True,1263,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1263,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.46,False,True,1264,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 5 1/4 in. (13.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1264,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.47,False,False,1265,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1265,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.48,False,False,1266,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1266,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.49,False,True,1267,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1725–40,1725,1740,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1267,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.50,False,True,1268,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1725–40,1725,1740,Brass,H. 8 3/8 in. (21.3 cm),"Bequest of Adeline R. Brown, 1947",Made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1268,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.51,False,True,1269,American Decorative Arts,Candlestick,Candlestick,American or British,,,,,,,,,,,,,,ca. 1750,1747,1750,Brass,H. 8 5/8 in. (21.9 cm),"Bequest of Adeline R. Brown, 1947",Possibly made in|Possibly made in,,,,United States|England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1269,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.53,False,True,1270,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 8 3/4 in. (22.2 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1270,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.54,False,True,1271,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 8 3/4 in. (22.2 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1271,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.55,False,True,1272,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–70,1750,1770,Brass,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1272,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.59,False,True,1273,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 7 7/8 in. (20 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1273,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.60,False,True,1274,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1750–60,1750,1760,Brass,H. 7 7/8 in. (20 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1274,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.63,False,False,1275,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 10 in. (25.4 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1275,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.64,False,False,1276,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1760,1757,1760,Brass,H. 10 in. (25.4 cm),"Bequest of Adeline R. Brown, 1947",Probably made in,,,,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1276,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.71,False,False,1277,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1820,1817,1820,Pewter,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1277,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.135.72,False,False,1278,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1820,1817,1820,Pewter,H. 7 3/4 in. (19.7 cm),"Bequest of Adeline R. Brown, 1947",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1278,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.145.1,False,True,1279,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1790,1787,1790,Sheffield silver plate,H. 11 1/2 in. (29.2 cm),"Bequest of Fannie Randolph Gaunt, 1948",Probably made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1279,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
48.145.2,False,True,1280,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1790,1787,1790,Silver plate on copper,H. 11 1/2 in. (29.2 cm),"Bequest of Fannie Randolph Gaunt, 1948",Probably made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1280,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.1,False,True,1281,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–50,1840,1850,Pressed glass,H. 10 3/8 in. (26.4 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,"New England ",,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1281,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.2,False,True,1282,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–50,1840,1850,Pressed glass,H. 10 1/4 in. (26 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,"New England ",,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1282,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.5,False,False,1283,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1920s,1917,1920,Pressed opaque green and white glass,H. 10 3/4 in. (27.3 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,Czech Republic,Bohemia,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1283,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.6,False,False,1284,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,ca. 1920s,1917,1920,Pressed opaque white and green glass,H. 10 3/4 in. (27.3 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,Czech Republic,Bohemia,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1284,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.7,False,True,1285,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1845–70,1845,1870,Pressed opaque blue glass,H. 9 3/4 in. (24.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1285,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.8,False,True,1286,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1845–70,1845,1870,Pressed opaque blue glass,H. 9 3/4 in. (24.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1286,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.9,False,True,1287,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–70,1840,1870,Pressed opaque blue and white glass,H. 10 7/8 in. (27.6 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1287,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
57.131.10,False,True,1288,American Decorative Arts,Candlestick,Candlestick,American,,,,,,,,,,,,,,1840–70,1840,1870,Pressed opaque blue and white glass,H. 10 15/16 in. (27.8 cm),"Bequest of Anna G. W. Green, in memory of her husband, Dr. Charles W. Green, 1957",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/1288,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
66.10.30,False,True,1289,American Decorative Arts,Candlestick,Candlestick,"American, Shaker",,,,,,,,,,,,,,1820–60,1820,1860,Tin,H. 6 in. (15.2 cm); Diam. 3 5/8 in. (9.2 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1289,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
66.10.31,False,True,1290,American Decorative Arts,Candlestick,Candlestick,"American, Shaker",,,,,,,,,,,,,,1820–60,1820,1860,Tin,H. 6 in. (15.2 cm); Diam. 3 5/8 in. (9.2 cm),"Friends of the American Wing Fund, 1966",Made in,New Lebanon,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1290,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1970.126.6,False,True,1291,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1810,1807,1810,Silver plate on copper,12 1/16 x 6 1/8 x 5 in. (30.6 x 15.6 x 12.7 cm),"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",Made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1291,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1970.126.7,False,True,1292,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,ca. 1810,1807,1810,Silver plate on copper,12 1/16 x 6 1/8 x 5 in. (30.6 x 15.6 x 12.7 cm),"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",Made in,Sheffield,South Yorkshire,South Yorkshire,England,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1292,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.69,False,True,1293,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1670–1700,1670,1700,Brass,H. 8 1/2 in. (21.6 cm); Diam. 6 1/8 in. (15.6 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1293,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
1971.180.70,False,True,1294,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1670–1700,1670,1700,Brass,H. 8 1/2 in. (21.6 cm); Diam. 6 1/8 in. (15.6 cm),"Bequest of Flora E. Whiting, 1971",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/1294,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
"1971.180.78a, b",False,True,1295,American Decorative Arts,Candlestick,Candlestick,,,,,,,,,,,,,,,1700–1800,1700,1800,"Copper, enamel, brass",8 5/8 x 4 13/16 in. (21.9 x 12.2 cm),"Bequest of Flora E. Whiting, 1971",Made in,,,,England,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/1295,4/3/2017 8:00:08 AM,"Metropolitan Museum of Art, New York, NY"
